Employee ID,Job Title,Service Area,Department,Specialty,Sub-Specialty,BRP Index,Self Leadership,Innovation Capacity,Learning Capacity,Resilience,Exercise,Nutrition,Sleep/Wake,Social Safety,Goal Directedness,Collective Creativity,Learning,Abstraction,Executive Function,Quieting the Mind
32328,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Emergency,31,34,32,28,29,11,35,24,27,23,26,29,56,58,23
13667,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Emergency,20,25,19,23,12,10,24,0,16,34,31,25,35,24,10
21970,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Emergency,37,36,37,41,34,29,38,10,27,32,49,37,32,49,57
5542,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,54,52,58,51,55,35,68,50,75,41,78,36,45,56,58
7220,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,47,47,49,45,46,66,33,62,31,64,37,51,62,40,33
32143,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,32,44,20,33,31,24,13,15,51,59,20,28,13,37,30
16642,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,30,22,37,29,31,50,23,39,11,39,48,19,26,18,35
15147,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,18,19,11,16,25,28,11,5,18,15,2,3,2,40,36
31747,Registered Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Emergency,38,31,44,37,38,22,57,34,46,18,36,23,53,35,51
9018,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Emergency,29,27,35,20,35,39,24,53,39,12,25,29,46,29,15
23509,Licensed Practical Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Emergency,36,40,27,29,47,60,10,24,59,38,21,18,16,44,48
23442,Physician,Remote Clinics,Washington Regional Clinic,Medical Services,Emergency,20,15,28,19,18,24,12,16,9,9,33,26,35,15,27
44242,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Emergency,31,27,42,27,28,22,11,42,28,40,33,24,60,14,33
36693,Registered Nurse,Remote Clinics,Washington Regional Clinic,Medical Services,Emergency,56,54,60,60,50,49,79,66,48,61,73,60,61,48,40
2871,Admissions Specialist I,Administration,Finance,Admissions,Emergency Medicine,58,51,66,48,68,64,44,74,78,40,79,36,37,51,73
31651,Admissions Specialist I,Administration,Finance,Admissions,Emergency Medicine,54,55,52,60,49,73,36,34,39,78,38,66,73,36,61
11093,Admissions Specialist II,Administration,Finance,Admissions,Emergency Medicine,49,52,52,47,46,44,33,33,41,55,73,50,50,61,51
34689,Admissions Specialist III,Administration,Finance,Admissions,Emergency Medicine,48,46,47,38,59,74,50,77,71,38,35,34,46,41,31
5640,Admissions Specialist I,Administration,Finance,Admissions,Endocrinology,56,53,59,60,53,49,45,45,37,61,63,56,51,56,77
5921,Admissions Specialist II,Administration,Finance,Admissions,Endocrinology,54,53,54,47,62,78,54,52,54,45,79,38,35,76,50
13912,Director of Facilities,Remote Clinics,Bristol Regional Clinic,Administration,Facilities,62,63,68,60,56,41,57,64,55,53,76,77,80,68,52
31321,Facility Tech,Remote Clinics,Bristol Regional Clinic,Administration,Facilities,51,52,53,44,55,48,34,75,60,61,34,37,59,49,44
45721,Facility Tech,Remote Clinics,Bristol Regional Clinic,Administration,Facilities,54,57,53,57,49,39,38,43,69,46,36,80,71,31,63
15514,Director of Facilities,Remote Clinics,Clinton Regional Clinic,Administration,Facilities,44,38,50,40,48,74,50,47,32,37,68,33,46,49,38
42845,Facility Tech,Remote Clinics,Clinton Regional Clinic,Administration,Facilities,53,51,49,60,50,48,80,43,65,66,45,35,48,37,59
20139,Facility Tech,Remote Clinics,Clinton Regional Clinic,Administration,Facilities,62,61,58,64,65,60,80,44,78,63,69,37,41,65,76
39478,Director of Facilities,Remote Clinics,Fairview Regional Clinic,Administration,Facilities,46,45,48,42,48,56,41,33,47,41,64,36,43,54,50
38361,Facility Tech,Remote Clinics,Fairview Regional Clinic,Administration,Facilities,55,45,60,55,58,64,75,48,34,34,79,40,40,70,72
62,Facility Tech,Remote Clinics,Fairview Regional Clinic,Administration,Facilities,58,57,60,49,65,37,51,76,80,43,33,37,66,67,64
18773,Director of Facilities,Remote Clinics,Franklin Regional Clinic,Administration,Facilities,47,43,53,50,43,52,66,52,36,47,41,49,80,40,37
15611,Facility Tech,Remote Clinics,Franklin Regional Clinic,Administration,Facilities,62,58,64,62,63,64,71,80,50,44,38,74,79,62,60
39846,Facility Tech,Remote Clinics,Franklin Regional Clinic,Administration,Facilities,57,57,61,62,49,47,52,60,49,74,60,68,73,37,52
9623,Director of Facilities,Remote Clinics,Greenville Regional Clinic,Administration,Facilities,52,46,55,59,47,36,66,43,54,35,54,63,49,32,72
21992,Facility Tech,Remote Clinics,Greenville Regional Clinic,Administration,Facilities,59,64,58,55,60,55,65,63,68,56,66,59,64,73,39
32339,Facility Tech,Remote Clinics,Greenville Regional Clinic,Administration,Facilities,57,50,58,61,59,73,63,71,48,41,53,75,44,37,64
21701,Facility Tech,Remote Clinics,Greenville Regional Clinic,Administration,Facilities,62,60,65,60,63,52,64,58,73,62,68,43,61,60,72
1044,Facility Tech,Remote Clinics,Greenville Regional Clinic,Administration,Facilities,59,50,65,64,55,52,71,77,31,56,54,63,64,49,65
47922,Director of Facilities,Remote Clinics,Lebanon Regional Clinic,Administration,Facilities,47,43,52,47,45,64,50,41,46,58,50,38,74,31,43
46042,Facility Tech,Remote Clinics,Lebanon Regional Clinic,Administration,Facilities,52,45,60,44,58,46,36,58,46,31,66,34,44,68,73
15471,Facility Tech,Remote Clinics,Lebanon Regional Clinic,Administration,Facilities,40,42,43,38,38,43,36,34,50,40,34,44,71,32,33
41924,Director of Facilities,Remote Clinics,Springfield Regional Clinic,Administration,Facilities,54,50,61,53,52,40,34,59,31,41,62,65,52,61,70
28080,Facility Tech,Remote Clinics,Springfield Regional Clinic,Administration,Facilities,57,62,49,62,53,59,49,54,31,69,49,78,41,69,53
33819,Facility Tech,Remote Clinics,Springfield Regional Clinic,Administration,Facilities,57,57,59,60,50,40,69,36,37,48,72,66,70,77,58
10911,Director of Facilities,Remote Clinics,Washington Regional Clinic,Administration,Facilities,54,58,50,56,53,70,78,31,68,34,63,72,67,56,40
17401,Facility Tech,Remote Clinics,Washington Regional Clinic,Administration,Facilities,49,50,47,48,50,59,40,36,36,68,39,30,61,67,52
20358,Facility Tech,Remote Clinics,Washington Regional Clinic,Administration,Facilities,46,45,50,49,40,34,41,52,36,63,45,47,56,33,45
37730,Admissions Specialist I,Administration,Finance,Admissions,Family Medicine,40,37,37,43,41,63,45,38,24,38,25,48,44,39,40
3237,Admissions Specialist I,Administration,Finance,Admissions,Family Medicine,44,47,47,39,42,22,35,52,61,21,59,64,43,41,35
30283,Admissions Specialist II,Administration,Finance,Admissions,Family Medicine,35,44,27,35,35,27,46,23,50,46,34,25,29,53,22
49600,Admissions Specialist II,Administration,Finance,Admissions,Family Medicine,45,48,39,44,47,65,25,50,54,44,41,68,24,24,40
24892,Admissions Specialist II,Administration,Finance,Admissions,Family Medicine,50,53,46,55,46,67,62,27,41,56,70,61,45,53,40
27416,Admissions Specialist III,Administration,Finance,Admissions,Family Medicine,49,47,51,54,44,33,60,37,52,50,61,48,48,38,59
10378,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,39,31,54,36,34,31,35,58,25,41,59,33,65,23,35
29827,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,51,55,53,51,44,35,26,40,28,56,66,70,56,66,50
17557,Licensed Practical Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,52,48,57,51,52,65,34,68,29,63,55,53,53,46,53
520,Physician,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,43,50,33,43,47,50,25,20,65,55,33,35,22,46,56
15285,Physician,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,43,38,47,42,45,60,62,30,25,29,52,32,61,64,46
48506,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,48,54,41,55,42,42,61,24,65,51,66,64,29,35,45
6107,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,46,52,41,52,37,20,67,51,45,52,65,65,23,46,25
15669,Registered Nurse,Remote Clinics,Bristol Regional Clinic,Medical Services,Family Medicine/Same Day,53,52,52,59,47,43,69,30,69,52,53,54,64,33,62
26608,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,44,40,49,42,44,53,28,52,32,49,30,45,65,35,47
6112,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,45,60,31,44,44,46,38,30,55,65,20,51,52,68,20
33598,Licensed Practical Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,40,31,46,41,40,65,61,63,22,32,28,44,69,24,25
2069,Physician,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,38,41,37,37,37,26,32,58,21,22,31,67,31,53,26
7944,Physician,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,47,36,55,47,51,69,26,68,24,29,65,64,20,28,68
31987,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,42,45,47,33,42,32,25,65,70,59,50,29,53,23,20
6627,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,54,54,55,50,55,47,32,61,39,60,31,47,66,68,60
49598,Registered Nurse,Remote Clinics,Clinton Regional Clinic,Medical Services,Family Medicine/Same Day,44,40,40,48,46,56,45,21,32,29,48,47,20,51,70
738,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,45,40,48,40,50,66,58,62,47,23,42,45,54,45,32
20678,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,44,43,46,45,41,34,20,53,36,40,22,65,53,29,55
20010,Licensed Practical Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,48,52,41,49,51,51,43,26,53,47,52,45,23,64,62
35841,Physician,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,36,45,30,35,35,20,20,36,36,37,26,54,29,54,30
45104,Physician,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,45,37,56,45,42,41,30,33,43,33,69,48,52,25,69
35513,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,37,39,33,46,30,27,46,22,29,49,22,46,44,30,42
26932,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,49,48,47,49,50,35,34,61,34,52,37,47,27,58,61
46655,Registered Nurse,Remote Clinics,Fairview Regional Clinic,Medical Services,Family Medicine/Same Day,56,48,63,55,59,70,49,64,30,43,59,56,60,62,70
17738,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,33,35,35,32,29,24,36,26,47,39,63,30,27,22,24
21616,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,48,39,60,51,42,34,52,51,24,56,63,36,64,39,60
1803,Licensed Practical Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,41,41,50,34,38,32,20,47,44,33,57,52,66,36,30
4117,Physician,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,38,38,37,33,42,31,28,30,46,23,41,29,26,53,50
25368,Physician,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,45,33,56,52,37,29,68,34,31,41,69,32,54,26,66
9252,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,40,31,48,35,47,66,34,44,35,22,28,29,68,36,53
5658,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,52,56,51,47,54,69,33,53,50,48,67,68,43,59,40
7655,Registered Nurse,Remote Clinics,Franklin Regional Clinic,Medical Services,Family Medicine/Same Day,36,45,28,36,35,51,27,23,44,61,24,36,45,38,20
1991,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,45,42,51,45,42,30,27,47,37,66,60,29,37,37,58
2700,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,50,48,54,52,46,34,29,52,38,47,64,67,35,41,64
48992,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,51,45,53,52,54,64,60,46,36,20,42,63,60,60,65
35454,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,45,49,32,55,43,68,51,25,44,54,26,68,28,29,47
22329,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,44,41,45,45,45,47,48,61,25,69,39,21,38,50,40
35611,Licensed Practical Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,47,48,47,47,44,27,37,52,58,54,47,48,38,32,50
34226,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,41,41,38,49,35,27,51,24,40,43,21,49,55,33,51
24939,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,41,35,43,46,40,44,66,20,40,28,65,34,31,37,57
12440,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,36,32,39,33,40,40,53,59,49,22,24,30,48,28,26
19769,Physician,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,42,40,57,35,37,22,30,68,43,59,68,29,70,29,23
1332,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,47,43,56,40,50,30,55,48,56,32,62,20,59,64,54
26872,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,52,59,53,51,46,26,33,30,68,57,59,58,67,51,57
35944,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,38,39,35,38,39,45,47,30,35,36,35,35,40,50,34
39783,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,41,37,40,43,44,66,68,33,29,33,48,33,43,54,37
26503,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,49,41,57,46,51,48,47,68,55,55,43,27,63,28,55
49571,Registered Nurse,Remote Clinics,Greenville Regional Clinic,Medical Services,Family Medicine/Same Day,45,36,51,46,45,42,55,39,49,22,60,43,38,29,65
26834,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,51,51,48,51,55,38,53,66,69,59,24,34,43,42,58
45,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,37,36,35,31,44,57,33,49,35,29,31,31,30,48,31
47178,Licensed Practical Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,43,47,36,40,47,42,37,40,51,36,28,43,32,59,42
22944,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,44,38,49,34,53,61,50,64,33,21,47,26,45,70,38
21118,Physician,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,42,39,42,48,40,60,46,24,22,62,37,29,53,42,53
38305,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,43,48,36,50,39,50,70,24,48,48,35,52,56,44,29
6732,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,53,53,54,48,58,65,55,67,62,37,64,59,43,54,42
37246,Registered Nurse,Remote Clinics,Lebanon Regional Clinic,Medical Services,Family Medicine/Same Day,50,48,59,45,48,22,35,59,36,31,66,57,57,68,55
13076,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Family Medicine/Same Day,80,83,75,77,84,92,91,87,93,65,68,89,81,84,62
14237,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Family Medicine/Same Day,81,75,88,77,82,75,75,92,85,64,98,80,75,71,87
5743,Licensed Practical Nurse,Remote Clinics,Springfield Regional Clinic,Medical Services,Family Medicine/Same Day,79,75,87,69,86,94,71,84,81,62,93,65,93,92,79
45526,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Family Medicine/Same Day,88,88,83,94,86,100,94,64,94,91,85,94,84,73,98
9139,Physician,Remote Clinics,Springfield Regional Clinic,Medical Services,Family Medicine/Same Day,81,77,82,80,84,87,94,78,69,80,66,60,95,97,87
